TARGET,EDVDM,DQXAB,KHFWG,KQDOC,IRKOX,PEPYL,QVEWW,DGHGR,ICGRJ,HSIOM,EKGJX,MWBDJ,ENMEX,WBCNW,XYFRF,BIWBE,MERVJ,FGQVN,KSCSZ,CUNBJ,LEEIA,ODPOC,BRYWC,NJIIZ,TVTQH,PHCRP,XUKCD,LIMUE,VEQKA,CMPMP,USPLV,OMLJD,SMSTS,EFBBA,ZQHHT,OKQPF,XRSXD,NUCJQ,HBOKK,ZARXQ,TUCND,NYQQU,VHZVZ,FPSXN,ODZWJ,GPPZF,MRSRZ,BYSDB,OUONZ
1,0.568896754188575,1.45200561939049,0.270099295076235,-1.24267323583463,0.55336227039718,-1.64150112311483,0.11536243936717,3.75934826678626,0.977310204877428,-1.45320968650714,-1.37393091826696,1.68768244136274,-2.00084320703244,0.565201301378091,0.314839113180367,-2.20470966547459,0.110962773553928,2.53251008464042,-0.338460027188044,1.75250426698235,1.65824158340687,-1.21075615954001,0.847766299362735,-0.627943656585898,0.342082222675891,-0.689112382235796,-2.8544884785909,-1.41895781334987,1.29539063821524,-0.414867352330387,-1.29448339693831,0.120876643215022,1.65109028068372,0.542215041686408,-1.65187533103678,-1.53367021914166,-1.27887162026351,-0.702183474848137,-0.393500342462881,-2.29926998383799,3.60376757366407,0.234324112179014,-1.28525665741712,1.18869806949589,-2.06054975418333,-0.674947020742534,-0.896308678243894,-0.194887034581636,0.522644422005866,-0.0682816873696755
2,0.554612959894593,-1.01532358173133,-0.389006516718244,-1.14449919925373,1.64848149982009,-0.214340339760139,-1.51869176640004,0.435256493986189,0.872577846678353,-0.336663220838029,-1.31432377571478,0.423879617256086,-0.512068490190093,1.91612064106859,-1.17876537874816,-0.306678627169822,0.542063377904855,-0.0457041681815912,-0.0630564699596711,-1.24030671782586,-1.99254622052189,-0.347228933096589,-0.282667230343625,-0.968021592956885,0.0332120181640268,3.1972949428246,-0.323326657839146,2.09973516342996,0.339630788655347,-0.633678128983111,-1.42398279499769,-3.00220017115387,-1.30586405897974,-1.04131785093745,-1.57273942951523,1.28449590074357,-0.499376953063858,-1.91858004995262,0.243582015120463,-1.5740650916444,-0.649820769973742,0.893504289445429,1.1021679302607,1.26409960320717,-1.73637123050293,-0.0734445849876676,0.185135936377367,1.57505374502647,-0.668754136991561,-0.212335859440828
3,-1.95346290871109,-1.19932803640993,1.5340554842821,0.438652099135131,-2.71169458201721,0.153405365339657,0.628183610586383,-1.40019132008744,-2.79224036236046,-0.596241575019962,1.27427772234068,3.51265368387054,-0.950875182993811,-1.48469780923238,-2.27365641352478,-0.14228133958999,0.00521144946682117,-1.67405108925272,0.129814241171566,-1.64643123166291,-1.5961077860877,0.39714322585067,-1.49518456181934,0.840839599414339,-0.440626162080134,-0.174070506787252,-0.336151857172716,-1.24771199927958,0.998454805100112,-1.19599373390236,-0.513917903152307,0.928694281256074,0.364291851261265,-0.663190727082309,-0.357203330427962,0.00873621490714571,0.866881052397041,0.533715127686457,0.859582786996783,1.1854761078061,1.16961661431548,0.54393950129691,-0.971218242755776,0.644448625934811,1.41731557051749,1.01123907479394,0.474122153478346,-0.750509595191925,-0.8021466374725,1.01615411843337
4,-1.43336655776795,-1.97131242537044,-1.13315237889814,-0.209942958324434,0.298972861605943,-0.869041891691303,0.942840148139396,1.45369952462713,-0.505659852272169,0.646121142165212,-0.635974930424531,-0.191324726053766,2.2730044232182,-1.86014370015473,0.429291048992167,-0.0641689552446687,0.782710303272047,2.58984328463639,-0.704778876872151,1.86874391453264,-0.49383755847073,-1.18155382674953,0.608562382555922,-1.3988470767541,1.31784839885828,-1.75349618536784,0.816569314267268,-0.5328629962938,1.58340071872973,0.901833587826015,2.07807197032739,-1.24753621527196,1.47437123242383,0.0264719739917268,0.478954500800697,0.404641614172088,0.738322955874738,2.20210109306666,1.21220535079598,0.0193619628811623,-1.61657616854534,-0.757841900338527,1.88935069296627,-2.23112883275549,1.39415881735739,0.0116992054195999,0.691851795745028,-0.0686394691157708,-0.204745015426432,0.724044503894323
5,-0.137492982059196,-0.12824026015839,0.597917253942652,-0.733733099672907,2.91158944004376,-0.176576096454556,-2.37944473122942,0.21135094127514,-0.568260842160621,-0.112575578314757,-0.263675033738507,-1.54313248496768,0.262762443616409,1.7885094770619,1.27066919992903,1.05932343051494,1.83988667317358,0.553597497259817,0.161478649461911,-0.237429938748593,-2.70253945747077,-0.0516159538747635,0.671676834864269,1.39423993077264,1.64987247504891,0.497979941577005,0.19030971076461,1.91336523117936,0.0279323566048393,-0.151501370679353,-1.0813674513858,-0.886927732901755,2.12769227364119,1.13216847262479,-0.769115309823447,0.354942857583445,-0.0169140709686646,-0.0952687907561201,0.439999734689744,-0.661765930200651,-1.16502727932585,0.463753295882658,-0.327392499766687,2.55435322009267,-2.0576438778453,0.216443312424087,0.0655496210297395,0.0152935627339296,-0.6620921699277,0.0868215743007533
6,-0.924448957916994,2.8153130179528,0.941393127971389,1.10362904418873,-2.12588726578584,-1.04299969313529,0.430088307704135,-2.75684801248909,-2.09606621405994,0.829051897193459,1.64594702967142,-2.30170238504381,-0.486853547330559,-0.890465964229234,-1.68898915120984,-0.675194850775636,-0.807189320956319,-1.46976667061498,-0.0658375714739032,0.150718867832113,3.12990112641462,-0.43982063427867,-2.46315266330455,2.05959904436966,-0.637332780125287,-0.925221396817948,-1.11510722183938,-2.38495951634289,-1.12468783387868,-0.175640476089521,1.62375525384877,0.258470909495263,-1.14428829811824,-0.10906651408587,-0.838206978459537,-0.330686184118701,0.787082525818386,2.38695551749255,-0.457259522940029,0.725101977260173,1.90440500316747,0.485531146551841,-2.0513815243812,-0.609334187280306,0.395857271041878,0.809079053972056,-1.61804996205964,1.02788101625703,1.0436612383181,1.18476720522882
7,-2.25345722668833,2.69744747573349,-2.67429045750142,1.51282168460267,0.18449122226087,-0.54139747873841,-0.29973375814687,0.108413834226494,2.77580636314875,1.31520362515853,2.9319834732429,-4.17855259781919,1.5985680401962,2.23605586067074,2.18602846152733,1.2806452905951,-1.48166458329192,-1.63562806453447,-0.995421438364791,-0.546257360567211,0.487079636509451,-2.23217576595458,-0.386152549885881,0.846846665264305,-0.343275814780611,-3.41783807417583,1.29104703675837,-2.54362817879596,-2.10565710185389,-1.0427249843677,1.96160833379777,1.18909859112953,0.0186604962113999,-0.0499214042074548,-0.489649051867886,3.07009916905025,3.9724406980387,0.243845532598267,1.75744470662504,3.54806527154119,1.10862640248381,-3.16900343821619,0.111790776052557,-5.79996297681609,2.71584441575754,0.904626588067943,0.316504697071794,-1.04640575062461,0.886450397546271,-0.38923194424479
8,-0.473984049674796,0.402898353346494,0.148190659480824,0.718722776546619,-3.54670774754733,0.647933230899179,2.6167549484933,-5.08582806390378,1.30324245616135,-0.300021592640685,-0.737208049885317,-3.56531865129481,1.47773171072592,-0.234670026834396,1.17007094846109,-0.563376361996198,-2.15844096109128,-3.35188724864571,3.46554654516395,-0.940894070851275,1.13383782130203,-0.487740025424756,-0.08487004298052,-0.839456072451289,-1.03670401064597,-1.50210342072178,-0.731968117882791,-0.611316898113197,-3.8723748235009,-1.81530961217283,0.920034318505641,-0.257185915808468,-2.70953930987489,-1.03858352597763,0.0169441466738901,1.22187061267127,3.669717951064,-1.46083664562457,1.91046163109976,3.64132157469798,1.28397041488216,-2.28031570977662,1.98796697788763,-4.75957379320017,3.04115066587233,1.00949988001701,4.14487802565856,-0.18651579896366,-1.25549007524814,-0.130765430569004
9,0.387751999591523,3.50654018578634,-1.12196781354694,0.435631383391418,1.4741017862725,-0.0388277111851404,0.0543275189421772,0.130897857130765,3.11428382838292,1.10662039849392,-0.921788979455924,-4.18231548521177,1.98104350599602,-0.641109194590681,3.86610884391212,-0.542393900474326,-2.36592670782039,-1.18849948759355,2.43916299539563,-1.46833075254177,3.33218126769279,-0.707832188999001,-0.612620261127148,-0.597168419394311,1.0458912205422,-1.81049597595271,-0.257642084889397,0.160106223320746,-0.493117078524987,-0.944948327438625,2.10617806963838,-0.194078402630974,-1.70937225073461,0.0148601369451518,0.321255790182789,3.48485648896043,4.02693741612274,-3.96745613567667,2.7562763310166,0.697039617783359,-0.101128133025637,-3.96487978852359,2.30247329914341,-1.47720194383749,1.85129105498751,-1.4271129791691,4.04081101235832,1.24115082414727,-0.526742451285857,-1.54543947055126
10,-0.815025541966473,2.6797144194731,0.692046748847996,-2.5110080276365,1.99132832392161,0.213975483472651,-1.04927314259803,0.519096232274214,4.27389680550996,-0.520026139460285,-1.26601456064657,0.288705145162014,1.42712849208206,-0.484371086608577,3.1817162287266,0.289548721788105,-3.39208548572788,-0.49735046626979,0.713689411252723,-0.620751236090438,1.89907140683687,-3.12686899313844,0.950290034286124,-1.72948022606775,0.0321025495729316,-0.943017645082151,-0.9095704232712,2.11466846572358,-0.600088233246763,1.20270048411496,-0.716879251048872,-1.06045255427088,-0.766341945822788,1.0196502013886,-2.03755703368163,-1.91871916214577,1.66789940378252,-5.28997683156627,1.24958001161167,1.02906444621757,-0.697991400609848,-1.72580146351623,3.25201688308947,-4.82873973534098,0.195095951299676,-2.47055893424915,1.64922740430427,-1.07504255150146,0.0912629624563412,-1.28762309668965
